origin,destination,demand,index
614,554,1107.02542,1
617,595,387.8572507,1
617,619,1911.402031,1
617,612,1123.144259,1
617,599,257.7,1
618,434,884.2292737,1
622,614,323.296779,1
622,76,2982.75,1
623,622,1346.654907,1
624,626,1683.453333,1
625,622,375.14,1
626,624,2514.029846,1
631,489,895.7527087,1
637,572,913.981284,1
637,576,551.9137543,1
638,826,111.6,1
640,635,463.4821297,1
641,642,440.723586,1
642,640,562.3050777,1
643,576,1118.379252,1
644,643,1325.642912,1
644,646,882.6397667,1
646,100,1369.32,1
646,507,754.6666667,1
649,642,625.014269,1
649,651,225.7666667,1
650,648,491.6566667,1
651,105,289.54,1
652,452,819.45,1
652,645,1381.443333,1
652,653,648.1166667,1
653,652,926.8833333,1
653,107,867.52,1
655,663,216.1033333,1
656,660,984.5626153,1
656,110,1404.976667,1
656,579,821.999046,1
657,659,559.4933333,1
657,111,1717.306667,1
657,656,841.489282,1
661,902,699.52338,1
662,116,720.8233333,1
664,669,1125.880294,1
664,448,623.77,1
665,448,548.3495757,1
666,120,506.9066667,1
667,666,496.5833333,1
667,509,655.4833333,1
668,519,1116.240718,1
669,123,1522.643333,1
670,519,357.08,1
670,512,83.76333333,1
670,902,217.3123785,1
671,676,909.6366423,1
671,602,530.9666667,1
672,674,459.320472,1
676,678,639.8643653,1
677,675,977.107839,1
677,687,548.7244857,1
678,688,1150.512464,1
679,133,2886.753333,1
680,611,1386.577628,1
680,404,785.11,1
682,488,757.105834,1
685,686,396.8466667,1
689,408,921.0017553,1
692,407,993.1566667,1
692,694,941.7070523,1
693,694,742.77,1
693,703,390.9673097,1
694,148,4065.273333,1
695,149,1747.67,1
695,700,504.3466667,1
695,411,1591.000668,1
696,150,431.4233333,1
697,151,585.79,1
698,697,765.65,1
700,699,1042.251351,1
701,813,162.1475716,1
703,478,1620.677616,1
705,159,1688.133333,1
705,703,938.6301017,1
706,705,1226.896667,1
707,475,427.4873923,1
712,166,1172.44,1
715,717,213.8566667,1
716,718,723.964549,1
719,723,299.0427465,1
720,721,202.3266667,1
721,175,174.2733333,1
722,724,410.224849,1
723,725,348.4002283,1
724,674,485.5611793,1
724,725,232.2833333,1
728,724,711.31,1
729,731,325.4733333,1
732,417,68.83,1
733,415,211.3333333,1
733,732,37.06333333,1
734,736,536.55,1
738,740,252.0944524,1
739,740,236.8233333,1
739,193,24.35333333,1
739,921,106.4506793,1
740,739,436.9344523,1
742,196,201.1433333,1
742,748,435.306257,1
742,740,81.12333333,1
743,922,193.1059874,1
743,751,346.5233333,1
743,741,173.4166463,1
743,745,75.07,1
744,198,524.84,1
744,745,846.4023113,1
744,743,215.6066667,1
746,748,301.1293207,1
746,738,44,1
747,748,237.8331173,1
748,747,458.326041,1
749,754,568.124112,1
752,743,79.81,1
752,206,120.6833333,1
753,207,804.3466667,1
754,749,579.056687,1
754,763,390.515955,1
755,756,1584.430644,1
755,751,593.655713,1
756,753,929.8119467,1
759,213,25.73,1
763,765,1092.732528,1
763,758,152.62,1
764,765,102.3733333,1
765,763,300.7764665,1
765,219,1310.146667,1
766,422,435.400965,1
767,766,586.97,1
768,222,884.19,1
769,774,166.11,1
769,770,201.3510877,1
770,768,105.3266667,1
770,761,159.8030551,1
773,424,501.0202627,1
774,769,177.4459901,1
775,776,711.534166,1
776,775,933.3744237,1
779,778,172.8166667,1
780,914,184.6933333,1
780,785,93.97333333,1
782,918,5.793333333,1
783,918,16.5,1
783,919,67.25666667,1
785,780,31.42333333,1
786,787,90.86,1
789,783,140.44,1
789,243,110.2733333,1
789,788,93.6403513,1
790,788,102.09,1
790,792,221.7096487,1
790,796,626.6833333,1
790,244,629.0566667,1
791,797,388.8228897,1
792,788,83.64,1
792,246,165.48,1
793,914,209.09,1
793,247,343.62,1
794,786,64.25666667,1
795,797,145.8533333,1
796,800,240.6866667,1
796,250,295.2566667,1
797,799,358.4310617,1
799,798,297.7,1
800,254,178.7533333,1
801,389,45.91333333,1
802,388,253.7766667,1
802,256,118.1066667,1
802,801,76.85666667,1
804,258,529.0933333,1
806,808,347.9166667,1
807,803,102.5733333,1
810,264,84.29333333,1
812,866,134.49,1
814,268,302.2133333,1
816,270,238.2966667,1
817,811,265.1,1
819,829,377.5633333,1
819,820,142.1966667,1
821,275,354.4833333,1
821,815,795.12,1
823,828,352.55,1
823,824,331.8166667,1
823,277,370.1166667,1
825,649,404.5233333,1
826,825,150.9012747,1
830,284,113.3266667,1
831,845,108.0733333,1
833,823,602.16,1
834,288,1667.89,1
838,292,161.79,1
841,295,223.5433333,1
841,663,248.4166667,1
841,843,97.52333333,1
842,837,295.9733333,1
844,848,65.44042443,1
845,831,155.9659783,1
845,875,73.41,1
847,857,18.64,1
848,843,34.2741252,1
849,851,31.89375777,1
849,853,70.89333333,1
849,859,19.26666667,1
849,447,257.6645781,1
850,304,111.03,1
850,668,513.81,1
852,853,68.53,1
852,850,96.88666667,1
853,852,74.96333333,1
854,852,53.74,1
856,855,53.44666667,1
857,847,33.62333333,1
857,856,22.28333333,1
858,446,152.6233333,1
858,857,20.34,1
859,849,76.53333333,1
859,313,40.49666667,1
861,854,3.99,1
863,862,54.53666667,1
863,317,20.96,1
864,732,60.66,1
865,319,206.1033333,1
866,869,174.9466667,1
868,866,203.6966667,1
868,322,139.27,1
869,820,124.81,1
869,866,278.5366667,1
874,873,5.153333333,1
874,461,147.79315,1
876,330,216.5133333,1
876,462,46.48,1
877,461,298.99,1
877,876,145.87,1
878,877,117.2666667,1
880,879,6.086666667,1
880,881,14.69333333,1
880,877,110.9833333,1
881,884,34.17666667,1
883,337,12.53333333,1
885,445,31.77,1
886,445,213.5866667,1
888,861,27.19,1
889,343,25.13333333,1
889,895,20.83,1
890,891,81.59,1
892,886,188.1166667,1
896,899,9.886666667,1
899,442,36.13666667,1
902,513,680.575828,1
905,670,238.97,1
905,359,1282.073333,1
906,360,1724.89,1
906,908,267.5766667,1
908,362,692.5733333,1
910,861,35.06666667,1
911,908,192.5633333,1
911,365,194.2866667,1
911,910,106.1166667,1
912,366,24.69,1
913,367,465.8766667,1
913,801,30.04333333,1
917,781,81.84,1
918,372,76.27333333,1
919,783,194.6966667,1
920,738,86.95,1
920,740,192.0033333,1
922,744,724.1456447,1
922,376,1127.706667,1
926,380,123.6666667,1
926,417,161.3333333,1
930,384,166.6666667,1
930,518,500,1
931,906,52.33333333,1
