origin,destination,demand,index
94,116,218.9,1
94,282,205.6,1
95,18,762.3,1
95,88,769.44,1
96,37,292.4,1
98,364,200.7,1
99,107,654.29,1
99,359,273.7,1
101,110,602.56,1
101,277,229.4,1
101,285,211.9,1
102,114,378,1
102,232,202.1,1
102,153,656.6,1
103,77,455.7,1
103,95,4655.7,1
104,81,581.7,1
104,268,295.9,1
105,25,551.6,1
105,50,209.1,1
106,288,543.2,1
106,283,251.8,1
107,88,3620.4,1
107,266,206.3,1
108,141,211.9,1
108,161,273.7,1
109,303,1819.3,1
109,147,749,1
109,277,486.5,1
109,279,623,1
111,319,201.4,1
111,46,272.8,1
111,63,274.2,1
111,316,203.5,1
112,51,200.7,1
112,89,322,1
114,273,202.1,1
114,78,214.7,1
114,363,205.6,1
115,36,946.96,1
115,19,800.8,1
115,121,703.5,1
116,3,319.7,1
117,342,204.2,1
118,279,380.6,1
118,308,203.7,1
121,132,274.2,1
121,8,284,1
122,82,305,1
122,360,1064.7,1
123,98,2344.3,1
124,120,4568.9,1
124,12,237.8,1
125,12,234.3,1
126,133,740.6,1
127,134,2295.3,1
128,6,207,1
129,134,1781.08,1
130,60,4774.7,1
133,140,307.8,1
133,268,284,1
134,206,200.7,1
134,383,490,1
135,291,202.1,1
136,268,279.8,1
137,187,299.4,1
139,87,386.4,1
140,78,267.2,1
140,138,868.7,1
140,130,293.3,1
141,118,202.8,1
143,187,268.6,1
144,66,268.6,1
145,161,809.9,1
145,206,200.7,1
145,216,215.4,1
145,60,1584.8,1
146,142,1527.4,1
146,61,1549.1,1
148,181,236.4,1
148,133,609.28,1
148,212,200.7,1
149,219,204.9,1
149,109,208.4,1
149,100,251.1,1
149,152,849.31,1
150,21,208.4,1
150,99,206.3,1
151,68,307.8,1
153,158,1761.9,1
153,360,200.7,1
153,98,860.3,1
154,299,230.8,1
154,59,355.6,1
154,143,976.71,1
154,27,398.8,1
154,50,233.8,1
154,264,324.1,1
155,305,202.1,1
155,130,339.5,1
155,60,373.1,1
156,112,217.5,1
156,175,234.3,1
156,82,889,1
156,29,286.8,1
158,82,4432.4,1
159,43,258.8,1
159,93,647.85,1
160,115,377.8,1
160,149,4404.4,1
160,44,344.9,1
160,104,313.6,1
161,230,203.5,1
162,147,218.9,1
162,225,222.4,1
162,58,776.3,1
162,77,227.3,1
163,231,204.9,1
164,223,362.6,1
164,247,319.7,1
164,130,481.6,1
165,206,200.7,1
165,222,668.5,1
166,24,201.4,1
166,221,214.7,1
170,242,280.5,1
171,80,223.8,1
172,321,200.7,1
172,24,342.1,1
174,186,228.2,1
176,132,1158.5,1
176,130,870.1,1
177,144,256.7,1
177,93,201.4,1
179,83,314.1,1
180,189,1238.3,1
180,184,233.8,1
185,78,223.1,1
185,111,200.7,1
186,68,201.4,1
187,325,207,1
187,45,202.1,1
187,8,205.6,1
188,49,207,1
188,280,207,1
188,256,202.8,1
189,33,202.1,1
189,1,202.8,1
191,138,1285.9,1
192,168,201.4,1
192,142,221.7,1
193,208,307.8,1
194,372,1379.7,1
196,149,273.5,1
196,166,282.6,1
197,38,218.9,1
200,64,790.3,1
200,141,225.2,1
202,183,201.4,1
202,195,1517.6,1
203,238,365.2,1
204,144,206.3,1
204,243,333.2,1
204,376,1019.2,1
204,160,202.8,1
205,90,200.7,1
206,136,224.5,1
206,244,251.3,1
208,237,247.6,1
209,173,200.7,1
210,50,3297,1
212,149,202.1,1
212,172,209.8,1
214,223,2566.2,1
214,227,1494.5,1
215,223,256.2,1
218,129,384.8,1
219,155,351.9,1
219,237,365.2,1
220,64,1598.1,1
221,64,1541.4,1
221,29,214.9,1
222,225,2852.5,1
223,251,204.2,1
223,77,355.4,1
223,67,347.9,1
225,172,319.7,1
225,58,3122.7,1
226,90,202.1,1
226,92,201.4,1
229,75,231.7,1
230,12,362.4,1
231,257,209.1,1
232,99,200.7,1
232,20,389,1
233,134,575.4,1
237,234,1018.5,1
241,128,224.5,1
242,147,271.4,1
243,262,285.6,1
244,137,216.1,1
245,150,201.4,1
247,31,270,1
249,13,201.4,1
250,143,202.1,1
252,5,201.4,1
253,45,343.5,1
253,49,217.5,1
254,204,1020.6,1
254,131,225.2,1
254,207,211.4,1
255,183,211.2,1
256,79,204.2,1
257,84,204.2,1
258,374,211.2,1
258,162,408.8,1
259,134,256.2,1
259,215,274.9,1
262,247,265.1,1
264,173,200.7,1
265,28,202.8,1
268,172,232.2,1
270,91,357.7,1
270,37,284,1
270,150,301,1
270,231,200.7,1
270,325,205.6,1
271,316,298,1
271,329,277,1
271,78,218.9,1
271,35,202.1,1
272,168,200.7,1
272,49,200.7,1
272,266,373.8,1
273,151,1137.5,1
273,167,200.7,1
273,3,204.2,1
273,17,239.9,1
273,184,275.6,1
275,92,1547,1
276,295,221,1
276,281,239.2,1
278,278,3469.2,1
279,66,219.6,1
279,118,259,1
280,94,386.2,1
282,277,679,1
283,186,207.7,1
283,39,205.6,1
287,148,2500.4,1
287,45,209.1,1
288,93,982.8,1
288,180,202.8,1
289,11,211.2,1
289,48,200.7,1
289,160,217.7,1
289,35,282.6,1
290,109,238,1
291,328,264.4,1
291,278,413.7,1
291,25,327.4,1
292,115,200.2,1
292,38,200.7,1
292,310,207,1
293,269,210,1
294,143,254.6,1
294,161,371.7,1
294,96,337.2,1
295,354,200.7,1
296,79,211.2,1
296,317,202.8,1
297,102,1615.6,1
298,88,207.9,1
299,17,276.3,1
299,326,347,1
299,111,321.1,1
301,350,203.5,1
303,352,203.7,1
304,26,357.5,1
304,109,343.7,1
305,315,305.7,1
305,97,352.1,1
306,81,202.8,1
308,299,202.8,1
308,306,359.6,1
309,349,210.7,1
311,350,204.2,1
311,28,208.4,1
312,13,209.1,1
313,306,235.7,1
316,350,331.6,1
316,114,201.4,1
317,361,202.8,1
318,278,329.5,1
319,146,258.1,1
319,167,218.2,1
319,20,209.1,1
320,31,212.6,1
327,270,202.8,1
327,147,201.4,1
328,269,256.7,1
328,284,278.6,1
329,178,353.3,1
329,298,225.9,1
329,337,206.3,1
329,97,209.1,1
329,266,222.4,1
330,278,238.5,1
330,331,723.24,1
331,136,285.4,1
332,318,291.7,1
332,41,270.7,1
332,131,205.6,1
334,291,202.1,1
335,313,203.5,1
335,78,201.4,1
337,270,202.8,1
338,102,205.6,1
338,159,214.7,1
338,314,201.4,1
340,112,302.9,1
341,296,214,1
342,108,292.4,1
343,293,204.2,1
345,313,211.2,1
345,278,204.2,1
346,121,571.2,1
346,109,742.7,1
346,124,355.4,1
348,313,283.3,1
350,122,202.8,1
350,298,202.8,1
352,312,389.7,1
354,359,228.7,1
355,23,203.5,1
356,145,294.5,1
358,27,340.2,1
358,303,286.8,1
361,312,267.2,1
363,297,205.6,1
364,345,205.6,1
364,293,206.3,1
365,95,204.9,1
366,348,234.3,1
367,252,209.1,1
367,219,204.2,1
367,230,211.9,1
371,261,324.6,1
371,204,344.9,1
375,51,214,1
375,7,204.2,1
375,167,201.4,1
375,2,204.2,1
375,25,340,1
376,141,218.9,1
376,7,280.5,1
376,235,211.2,1
377,9,350,1
381,207,1330,1
383,166,490,1
387,29,340,1
